Journal-Voucher-Type-Code,DepartmentNumber,Fiscal-Month,Journal-Voucher-Item-Identifier,Subleger-Account-Identifier,Credit/Debit-Code,Journal-Voucher-Item-Amount,Control-Data-Type,Accounting-Summary-Transaction-Line,Year,Month,Day
ADEPT,14.0,2.0,1.0,148488.0,DR,582.0,COK,1.0,2023.0,5.0,12.0
ADEPT,50.0,2.0,1.0,509000.0,DR,1410.0,COK,1.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1220581.0,DR,223.15,COK,3.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1220583.0,DR,314.84,COK,1.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1220683.0,DR,327.25,COK,1.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1221491.0,DR,977.87,COK,4.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1221494.0,DR,1134.65,COK,11.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1221500.0,DR,456.0,COK,1.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1221585.0,DR,541.97,COK,4.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1221587.0,DR,617.99,COK,2.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1221596.0,DR,98.87,COK,1.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1221875.0,DR,1055.0,COK,1.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1221887.0,DR,699.96,COK,2.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1222509.0,DR,154.0,COK,1.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1223709.0,DR,1390.25,COK,1.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1224394.0,DR,637.25,COK,5.0,2023.0,5.0,12.0
ADEPT,122.0,2.0,1.0,1224826.0,DR,607.57,COK,1.0,2023.0,5.0,12.0
DOMFR,14.0,2.0,1.0,147004.0,CR,395.5,COK,1.0,2023.0,5.0,12.0
DOMFR,14.0,2.0,1.0,147026.0,CR,3134.4,COK,2.0,2023.0,5.0,12.0
DOMFR,122.0,2.0,1.0,1220382.0,CR,1134.7,COK,1.0,2023.0,5.0,12.0
JVEFI,119.0,2.0,1.0,1190001.0,DR,688.67,CMC,1.0,2023.0,5.0,15.0
JVEFI,18.0,2.0,1.0,182183.0,CR,10316.86,CMC,1.0,2023.0,5.0,15.0
JVEFI,18.0,2.0,1.0,183132.0,CR,723.11,CMC,1.0,2023.0,5.0,15.0
JVEFI,18.0,2.0,1.0,186369.0,CR,349246.1,CMC,1.0,2023.0,5.0,15.0
JVEFI,33.0,2.0,1.0,330000.0,DR,3934.26,CMC,1.0,2023.0,5.0,15.0
JVEFI,18.0,2.0,1.0,182184.0,CR,1527.13,CMC,1.0,2023.0,5.0,15.0
JVEFI,18.0,2.0,1.0,182207.0,DR,953.98,CMC,1.0,2023.0,5.0,15.0
JVEFI,41.0,2.0,1.0,410900.0,CR,369.07,CMC,2.0,2023.0,5.0,15.0
JVEFI,130.0,2.0,1.0,1301278.0,DR,22446.37,CMC,1.0,2023.0,5.0,15.0
JVFID,97.0,2.0,1.0,Unknown,DR,16111.55,JMU,1.0,2023.0,5.0,15.0
JVFIR,97.0,2.0,1.0,Unknown,DR,5901031.52,JMT,1.0,2023.0,5.0,15.0
JVFIR,97.0,2.0,1.0,Unknown,DR,41208867.95,JMT,1.0,2023.0,5.0,15.0
JVFIR,97.0,2.0,1.0,Unknown,DR,5996997.69,JMT,1.0,2023.0,5.0,15.0
JVFRD,97.0,2.0,1.0,Unknown,DR,11379.45,JMV,1.0,2023.0,5.0,12.0
JVIVI,6.0,2.0,1.0,60000.0,CR,1126.8,CMD,3.0,2023.0,5.0,15.0
JVIVR,6.0,2.0,1.0,60000.0,DR,2.01,CMF,1.0,2023.0,5.0,12.0
LVTSR,97.0,2.0,1.0,Unknown,DR,5.01,JMS,1.0,2023.0,5.0,12.0
RGEPA,97.0,2.0,1.0,Unknown,DR,342218932.79,JMZ,1.0,2023.0,5.0,12.0
EPAYR,97.0,2.0,1.0,Unknown,DR,1403220.18,JMR,16.0,2023.0,5.0,15.0
JVBDP,97.0,2.0,1.0,Unknown,DR,4513764354.74,JMY,66.0,2023.0,5.0,15.0
JVBRT,6.0,2.0,1.0,60000.0,DR,469374000.0,CMT,1.0,2023.0,5.0,15.0
JVRDI,6.0,2.0,1.0,60000.0,DR,72003.39,CMI,21.0,2023.0,5.0,15.0
JVRGI,97.0,2.0,1.0,Unknown,DR,1795380401.03,JMG,69.0,2023.0,5.0,15.0
RDBOA,97.0,2.0,1.0,Unknown,DR,52831387.0,JND,4.0,2023.0,5.0,15.0
JVLVP,97.0,2.0,1.0,Unknown,DR,523639607.78,JML,2.0,2023.0,5.0,15.0
DOMFR,14.0,2.0,1.0,147004.0,CR,831.59,COK,1.0,2023.0,5.0,15.0
DOMFR,122.0,2.0,1.0,1224391.0,CR,419.25,COK,1.0,2023.0,5.0,15.0
DOMFR,122.0,2.0,1.0,1224394.0,CR,104.0,COK,1.0,2023.0,5.0,15.0
JVEFI,5.0,2.0,1.0,50050.0,DR,13865.15,CMC,1.0,2023.0,5.0,16.0
JVEFI,5.0,2.0,1.0,50054.0,CR,515.67,CMC,1.0,2023.0,5.0,16.0
JVEFI,18.0,2.0,1.0,186369.0,CR,1077.04,CMC,1.0,2023.0,5.0,16.0
JVEFI,18.0,2.0,1.0,189518.0,CR,1144.11,CMC,2.0,2023.0,5.0,16.0
JVEFI,22.0,2.0,1.0,229000.0,CR,858.02,CMC,1.0,2023.0,5.0,16.0
JVEFI,5.0,2.0,1.0,50054.0,DR,2619.22,CMC,4.0,2023.0,5.0,16.0
JVEFI,18.0,2.0,1.0,182184.0,CR,2891.84,CMC,1.0,2023.0,5.0,16.0
JVEFI,34.0,2.0,1.0,340051.0,CR,861.9,CMC,1.0,2023.0,5.0,16.0
JVEFI,130.0,2.0,1.0,1301278.0,CR,1665.36,CMC,1.0,2023.0,5.0,16.0
JVEFI,165.0,2.0,1.0,1651651.0,CR,6074.16,CMC,2.0,2023.0,5.0,16.0
JVEFR,18.0,2.0,1.0,189518.0,CR,558.74,CME,1.0,2023.0,5.0,15.0
JVFID,97.0,2.0,1.0,Unknown,DR,1034.71,JMU,1.0,2023.0,5.0,16.0
JVFIR,97.0,2.0,1.0,Unknown,DR,1658821.07,JMT,1.0,2023.0,5.0,16.0
JVFIR,97.0,2.0,1.0,Unknown,DR,52674631.3,JMT,1.0,2023.0,5.0,16.0
JVFIR,97.0,2.0,1.0,Unknown,DR,3899632.82,JMT,1.0,2023.0,5.0,16.0
JVFRD,97.0,2.0,1.0,Unknown,DR,207.99,JMV,1.0,2023.0,5.0,15.0
JVIVI,6.0,2.0,1.0,60000.0,CR,4261.9,CMD,3.0,2023.0,5.0,16.0
JVIVR,6.0,2.0,1.0,60000.0,CR,92.95,CMF,1.0,2023.0,5.0,15.0
RGEPA,97.0,2.0,1.0,Unknown,DR,1498979551.76,JMZ,1.0,2023.0,5.0,15.0
EPAYR,97.0,2.0,1.0,Unknown,DR,4341568.82,JMR,15.0,2023.0,5.0,16.0
JVBDP,97.0,2.0,1.0,Unknown,DR,2068954114.98,JMY,65.0,2023.0,5.0,16.0
JVBRT,6.0,2.0,1.0,60000.0,DR,321510000.0,CMT,1.0,2023.0,5.0,16.0
JVRDI,6.0,2.0,1.0,60000.0,DR,195906.94,CMI,25.0,2023.0,5.0,16.0
JVRGI,97.0,2.0,1.0,Unknown,DR,1052055009.93,JMG,66.0,2023.0,5.0,16.0
RDBOA,97.0,2.0,1.0,Unknown,DR,58230219.56,JND,3.0,2023.0,5.0,16.0
JVLVP,97.0,2.0,1.0,Unknown,DR,4800193613.44,JML,2.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147000.0,DR,756.32,COK,1.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147002.0,DR,586.66,COK,1.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147004.0,DR,2330.94,COK,2.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147005.0,DR,3326.9,COK,3.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147008.0,DR,1557.52,COK,1.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147009.0,DR,1409.52,COK,1.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147010.0,DR,687.56,COK,1.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147011.0,DR,1691.49,COK,2.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147020.0,DR,828.44,COK,1.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147022.0,DR,980.06,COK,1.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147025.0,DR,1725.27,COK,3.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147027.0,DR,1589.07,COK,3.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147028.0,DR,528.4,COK,1.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147029.0,DR,506.77,COK,1.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147030.0,DR,1128.73,COK,2.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147031.0,DR,4309.07,COK,6.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147036.0,DR,2670.96,COK,1.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,147462.0,DR,798.27,COK,1.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,148433.0,DR,426.0,COK,1.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,148455.0,DR,1809.0,COK,2.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,148460.0,DR,14636.0,COK,15.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,148477.0,DR,2548.0,COK,4.0,2023.0,5.0,16.0
ADEPT,14.0,2.0,1.0,148488.0,DR,1204.0,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1220380.0,DR,625.29,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1220382.0,DR,5992.04,COK,4.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1220580.0,DR,587.33,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1220581.0,DR,2339.64,COK,21.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1220582.0,DR,109.57,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1220583.0,DR,1715.76,COK,4.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1221490.0,DR,912.0,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1221491.0,DR,1180.98,COK,6.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1221493.0,DR,3623.0,COK,5.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1221494.0,DR,2381.88,COK,15.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1221495.0,DR,178.85,COK,2.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1221497.0,DR,530.25,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1221500.0,DR,2178.04,COK,11.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1221585.0,DR,2296.86,COK,8.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1221587.0,DR,583.15,COK,3.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1221887.0,DR,2090.94,COK,5.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1221888.0,DR,255.32,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1221906.0,DR,650.0,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1221953.0,DR,2000.0,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1222509.0,DR,9761.78,COK,8.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1222590.0,DR,522.38,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1223704.0,DR,187.75,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1223715.0,DR,75.0,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1224391.0,DR,312.0,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1224394.0,DR,1876.25,COK,11.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1224397.0,DR,312.0,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1224794.0,DR,1863.5,COK,2.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1224826.0,DR,498.8,COK,1.0,2023.0,5.0,16.0
ADEPT,122.0,2.0,1.0,1228800.0,DR,160.0,COK,1.0,2023.0,5.0,16.0
JVEFI,18.0,2.0,1.0,180045.0,CR,17376.0,CMC,1.0,2023.0,5.0,17.0
JVEFI,18.0,2.0,1.0,182184.0,CR,1416.29,CMC,1.0,2023.0,5.0,17.0
JVEFI,18.0,2.0,1.0,182207.0,DR,508.43,CMC,1.0,2023.0,5.0,17.0
JVEFI,18.0,2.0,1.0,183132.0,CR,11720.0,CMC,1.0,2023.0,5.0,17.0
JVEFI,18.0,2.0,1.0,186369.0,CR,2632.46,CMC,1.0,2023.0,5.0,17.0
JVEFI,30.0,2.0,1.0,301612.0,DR,1149.48,CMC,1.0,2023.0,5.0,17.0
JVEFI,5.0,2.0,1.0,50054.0,CR,940.18,CMC,1.0,2023.0,5.0,17.0
JVEFI,124.0,2.0,1.0,1240605.0,CR,1019.76,CMC,1.0,2023.0,5.0,17.0
JVEFR,5.0,2.0,1.0,50054.0,DR,2417.2,CME,1.0,2023.0,5.0,16.0
JVEFR,18.0,2.0,1.0,189518.0,DR,24150.39,CME,1.0,2023.0,5.0,16.0
JVFID,97.0,2.0,1.0,Unknown,DR,5079.69,JMU,1.0,2023.0,5.0,17.0
JVFIR,97.0,2.0,1.0,Unknown,DR,4286870.84,JMT,1.0,2023.0,5.0,17.0
JVFIR,97.0,2.0,1.0,Unknown,DR,8862896.1,JMT,1.0,2023.0,5.0,17.0
JVFIR,97.0,2.0,1.0,Unknown,DR,9539283.42,JMT,1.0,2023.0,5.0,17.0
JVIVI,6.0,2.0,1.0,60000.0,CR,8731.5,CMD,3.0,2023.0,5.0,17.0
JVIVR,6.0,2.0,1.0,60000.0,CR,387.05,CMF,1.0,2023.0,5.0,16.0
RGEPA,97.0,2.0,1.0,Unknown,DR,662286477.54,JMZ,1.0,2023.0,5.0,16.0
EPAYR,97.0,2.0,1.0,Unknown,DR,2835926.76,JMR,15.0,2023.0,5.0,17.0
JVBDP,97.0,2.0,1.0,Unknown,DR,2691682140.7,JMY,73.0,2023.0,5.0,17.0
JVRDI,6.0,2.0,1.0,60000.0,DR,206576.69,CMI,20.0,2023.0,5.0,17.0
JVRGI,97.0,2.0,1.0,Unknown,DR,1048731872.88,JMG,62.0,2023.0,5.0,17.0
RDBOA,97.0,2.0,1.0,Unknown,DR,22646872.08,JND,3.0,2023.0,5.0,17.0
JVLVP,97.0,2.0,1.0,Unknown,DR,573799590.19,JML,2.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,145210.0,DR,3501.0,COK,1.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,147002.0,DR,841.88,COK,1.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,147004.0,DR,3262.88,COK,5.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,147007.0,DR,2207.44,COK,3.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,147009.0,DR,687.56,COK,1.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,147010.0,DR,1391.58,COK,2.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,147011.0,DR,687.56,COK,1.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,147022.0,DR,496.9,COK,1.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,147025.0,DR,1041.04,COK,1.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,147027.0,DR,9226.72,COK,7.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,147028.0,DR,498.43,COK,1.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,147030.0,DR,3928.34,COK,4.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,147031.0,DR,438.9,COK,1.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,148433.0,DR,1346.0,COK,2.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,148455.0,DR,1505.0,COK,2.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,148460.0,DR,2328.0,COK,3.0,2023.0,5.0,17.0
ADEPT,14.0,2.0,1.0,148477.0,DR,2267.0,COK,4.0,2023.0,5.0,17.0
ADEPT,21.0,2.0,1.0,210132.0,DR,46.15,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1220107.0,DR,480.0,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1220382.0,DR,1381.58,COK,2.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1220580.0,DR,117.4,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1220581.0,DR,609.79,COK,6.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1220583.0,DR,874.75,COK,2.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1220691.0,DR,177.75,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1220693.0,DR,177.75,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221491.0,DR,153.0,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221492.0,DR,1400.0,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221493.0,DR,974.78,COK,2.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221494.0,DR,2018.36,COK,14.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221497.0,DR,261.75,COK,2.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221500.0,DR,257.86,COK,3.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221560.0,DR,200.35,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221585.0,DR,830.64,COK,2.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221587.0,DR,288.87,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221594.0,DR,1294.5,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221887.0,DR,4295.53,COK,6.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221890.0,DR,223.28,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221911.0,DR,500.0,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1221953.0,DR,2000.0,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1222509.0,DR,10333.19,COK,9.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1223704.0,DR,189.0,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1223721.0,DR,550.0,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1224390.0,DR,186.5,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1224394.0,DR,889.5,COK,6.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1224395.0,DR,279.75,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1228800.0,DR,100.0,COK,1.0,2023.0,5.0,17.0
ADEPT,122.0,2.0,1.0,1228891.0,DR,4111.57,COK,3.0,2023.0,5.0,17.0
AFDEP,14.0,2.0,1.0,147036.0,DR,387.2,COL,2.0,2023.0,5.0,17.0
DOMFR,14.0,2.0,1.0,147005.0,CR,687.56,COK,1.0,2023.0,5.0,17.0
DOMFR,14.0,2.0,1.0,147008.0,CR,1127.84,COK,1.0,2023.0,5.0,17.0
DOMFR,14.0,2.0,1.0,147010.0,CR,685.5,COK,1.0,2023.0,5.0,17.0
DOMFR,14.0,2.0,1.0,147462.0,CR,6189.0,COK,1.0,2023.0,5.0,17.0
DOMFR,18.0,2.0,1.0,188743.0,CR,390.83,COK,1.0,2023.0,5.0,17.0
DOMFR,122.0,2.0,1.0,1221494.0,CR,76.5,COK,1.0,2023.0,5.0,17.0
DOMFR,122.0,2.0,1.0,1223822.0,CR,7002.6,COK,1.0,2023.0,5.0,17.0
JVEFI,5.0,2.0,1.0,50054.0,DR,666.73,CMC,6.0,2023.0,5.0,18.0
JVEFI,18.0,2.0,1.0,182182.0,CR,998.52,CMC,1.0,2023.0,5.0,18.0
JVEFI,18.0,2.0,1.0,182184.0,CR,5615.64,CMC,1.0,2023.0,5.0,18.0
JVEFI,18.0,2.0,1.0,182350.0,CR,2618.0,CMC,1.0,2023.0,5.0,18.0
JVEFI,18.0,2.0,1.0,189518.0,CR,19421.4,CMC,3.0,2023.0,5.0,18.0
JVEFI,30.0,2.0,1.0,300503.0,DR,540.58,CMC,1.0,2023.0,5.0,18.0
JVEFI,5.0,2.0,1.0,50054.0,CR,2424.59,CMC,4.0,2023.0,5.0,18.0
JVEFI,18.0,2.0,1.0,182184.0,CR,1070.1,CMC,1.0,2023.0,5.0,18.0
JVEFI,165.0,2.0,1.0,1651651.0,CR,893.73,CMC,1.0,2023.0,5.0,18.0
JVEFR,130.0,2.0,1.0,1301278.0,DR,2235.06,CME,1.0,2023.0,5.0,17.0
JVFID,97.0,2.0,1.0,Unknown,DR,3152.29,JMU,1.0,2023.0,5.0,18.0
JVFIR,97.0,2.0,1.0,Unknown,DR,21596555.36,JMT,1.0,2023.0,5.0,18.0
JVFIR,97.0,2.0,1.0,Unknown,DR,7063835.45,JMT,1.0,2023.0,5.0,18.0
JVFIR,97.0,2.0,1.0,Unknown,DR,3465006.78,JMT,1.0,2023.0,5.0,18.0
JVIVI,6.0,2.0,1.0,60000.0,CR,5168.67,CMD,3.0,2023.0,5.0,18.0
JVIVR,6.0,2.0,1.0,60000.0,DR,306.1,CMF,1.0,2023.0,5.0,17.0
RGEPA,97.0,2.0,1.0,Unknown,DR,594721941.3,JMZ,1.0,2023.0,5.0,17.0
EPAYR,97.0,2.0,1.0,Unknown,DR,1459671.11,JMR,13.0,2023.0,5.0,18.0
JVBDP,97.0,2.0,1.0,Unknown,DR,7594518624.52,JMY,66.0,2023.0,5.0,18.0
JVBRT,6.0,2.0,1.0,60000.0,DR,307744700.0,CMT,1.0,2023.0,5.0,18.0
JVRDI,6.0,2.0,1.0,60000.0,DR,68805.69,CMI,20.0,2023.0,5.0,18.0
JVRGI,97.0,2.0,1.0,Unknown,DR,1401147138.92,JMG,70.0,2023.0,5.0,18.0
RDBOA,97.0,2.0,1.0,Unknown,DR,32088394.25,JND,3.0,2023.0,5.0,18.0
JVLVP,97.0,2.0,1.0,Unknown,DR,6978067947.77,JML,2.0,2023.0,5.0,18.0
ADEPT,14.0,2.0,1.0,147005.0,DR,2733.45,COK,5.0,2023.0,5.0,18.0
ADEPT,14.0,2.0,1.0,147011.0,DR,534.69,COK,2.0,2023.0,5.0,18.0
ADEPT,14.0,2.0,1.0,147025.0,DR,783.45,COK,1.0,2023.0,5.0,18.0
ADEPT,14.0,2.0,1.0,147031.0,DR,383.94,COK,3.0,2023.0,5.0,18.0
ADEPT,14.0,2.0,1.0,147036.0,DR,158.2,COK,1.0,2023.0,5.0,18.0
ADEPT,14.0,2.0,1.0,148455.0,DR,2692.0,COK,5.0,2023.0,5.0,18.0
ADEPT,14.0,2.0,1.0,148460.0,DR,3761.0,COK,5.0,2023.0,5.0,18.0
ADEPT,14.0,2.0,1.0,148477.0,DR,3400.0,COK,4.0,2023.0,5.0,18.0
ADEPT,27.0,2.0,1.0,271000.0,DR,2034.0,COK,1.0,2023.0,5.0,18.0
ADEPT,35.0,2.0,1.0,350000.0,DR,1310.55,COK,1.0,2023.0,5.0,18.0
ADEPT,79.0,2.0,1.0,794223.0,DR,168.07,COK,1.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1220581.0,DR,182.34,COK,2.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1220583.0,DR,73.11,COK,1.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1220691.0,DR,140.25,COK,1.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1221491.0,DR,803.32,COK,4.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1221493.0,DR,642.6,COK,1.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1221494.0,DR,832.8,COK,10.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1221560.0,DR,265.53,COK,2.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1221585.0,DR,348.3,COK,2.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1221887.0,DR,3599.05,COK,4.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1221953.0,DR,2000.0,COK,1.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1221962.0,DR,900.0,COK,2.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1222509.0,DR,2458.15,COK,3.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1222790.0,DR,40.23,COK,1.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1223292.0,DR,384.12,COK,1.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1223391.0,DR,610.58,COK,1.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1223716.0,DR,50.95,COK,1.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1224394.0,DR,616.75,COK,5.0,2023.0,5.0,18.0
ADEPT,122.0,2.0,1.0,1224794.0,DR,116.75,COK,1.0,2023.0,5.0,18.0
AFDEP,14.0,2.0,1.0,147004.0,DR,3708.63,COL,1.0,2023.0,5.0,18.0
DOMFR,14.0,2.0,1.0,147036.0,CR,2500.0,COK,1.0,2023.0,5.0,18.0
DOMFR,122.0,2.0,1.0,1222509.0,CR,4432.06,COK,1.0,2023.0,5.0,18.0
JVEFI,35.0,2.0,1.0,350000.0,CR,674.98,CMC,1.0,2023.0,5.0,19.0
JVEFI,5.0,2.0,1.0,50054.0,DR,575.76,CMC,3.0,2023.0,5.0,19.0
JVEFI,18.0,2.0,1.0,180152.0,CR,808.34,CMC,1.0,2023.0,5.0,19.0
JVEFI,18.0,2.0,1.0,182184.0,CR,1116.02,CMC,1.0,2023.0,5.0,19.0
JVEFI,165.0,2.0,1.0,1651651.0,CR,2745.56,CMC,1.0,2023.0,5.0,19.0
JVFID,97.0,2.0,1.0,Unknown,DR,1338.62,JMU,1.0,2023.0,5.0,19.0
JVFIR,97.0,2.0,1.0,Unknown,DR,860560.18,JMT,1.0,2023.0,5.0,19.0
JVFIR,97.0,2.0,1.0,Unknown,DR,20826.12,JMT,1.0,2023.0,5.0,19.0
JVFIR,97.0,2.0,1.0,Unknown,DR,4245713.02,JMT,1.0,2023.0,5.0,19.0
